Record_ID,First_Name,Last_Name,Date_of_Birth,NIN,Phone_Number,Label
SIM_10266,Michael,Balogun,2005-05-16,45131340444,+2347059960428,Normal
SIM_10116,Mary,Okafor,1963-06-14,20003801943,+2348147904950,Normal
SIM_10468,Samuel,Ogunleye,1961-12-13,15112377748,+2347014985166,Normal
SIM_10359,Benjamin,Obi,1966-07-10,76777200329,+2349081473828,Normal
SIM_10110,David,Okafor,1972-11-07,98076526144,+2349028106322,Normal
SIM_63068,Gabrie,Baloggn,1975-12-14,26278094890,+2347055259767,Anomaly_Fuzzy
SIM_10226,Victoria,Obi,2002-07-28,32641128454,+2347059542185,Normal
SIM_10385,James,Ibrahim,1985-07-16,20713758808,+2347064811560,Normal
SIM_10015,Joy,Oyekan,1963-05-18,63829440155,+2347028781141,Normal
SIM_10596,Joseph,Akinwale,1991-07-17,58619734353,+2348037420365,Normal
SIM_63749,Esther,Ekwueme,1981-01-14,75760086638,+2348163366553,Anomaly_Exact
SIM_10060,Daniel,Nnamani,2005-03-04,43854034584,+2349038226127,Normal
SIM_10327,Paul,Olawale,1949-06-08,23702514630,+2348159837213,Normal
SIM_10581,Gloria,Adetokunbo,1976-11-11,86211951552,+2347068077070,Normal
SIM_10079,Gloria,Okafor,1964-04-29,18730378947,+2348066001821,Normal
SIM_10242,Paul,Okafor,1953-12-19,39474343924,+2348063251552,Normal
SIM_10285,Joy,Ekwueme,1963-10-24,68646788555,+2348102533636,Normal
SIM_22153,Patience,Akinwale,1970-12-23,90747804737,+2349105635553,Anomaly_Identity_Mismatch
SIM_10464,Joy,Adeyemi,1972-06-20,40849582772,+2349188634119,Normal
SIM_10547,James,Adetokunbo,1981-08-14,15136082509,+2348109600035,Normal
SIM_10028,Benjamin,Obi,1976-10-31,49671816859,+2348021224627,Normal
SIM_10676,Peter,Abiola,1964-11-05,62896417174,+2349014232783,Normal
SIM_10288,Daniel,Akinwale,1997-03-30,68472035969,+2348194272421,Normal
SIM_10400,Cornelius,Okonkwo,1948-07-04,29346506374,+2347033818451,Normal
SIM_10495,Mary,Adetokunbo,1986-01-11,70832798083,+2349169437378,Normal
SIM_10567,Paul,Balogun,1958-10-20,99939874664,+2348032599031,Normal
SIM_10413,Peace,Obi,1950-05-27,53019126655,+2347000689804,Normal
SIM_76362,Corneliu,Okonkw,1948-07-04,29346506374,+2347033818451,Anomaly_Fuzzy
SIM_10600,Paul,Nnamani,1966-06-27,93728950122,+2348043143941,Normal
SIM_10475,Peace,Balogun,1999-09-19,86387619490,+2349149424765,Normal
SIM_10605,Deborah,Ibrahim,1969-12-31,91987947432,+2347045563188,Normal
SIM_78336,David,Balogun,09-04-1969,65795339034,+2347044120530,Anomaly_Format
SIM_10447,Faith,Akinwale,1967-09-12,22841775106,+2348014436727,Normal
SIM_10316,Michael,Obi,1961-09-12,77839449587,+2349138680601,Normal
SIM_10368,Elizabeth,Abiola,2008-02-10,76538687260,+2349086195159,Normal
SIM_68546,Juliet,Obasanjo,1975-12-04,11216772220,+2348113212046,Anomaly_Exact
SIM_10256,Deborah,Nnamani,1950-01-25,20579842298,+2349180072646,Normal
SIM_10598,Angela,Eze,1968-01-23,67839209685,+2349117717274,Normal
SIM_10150,Gabriel,Obi,2005-05-10,59177514230,+2349188436818,Normal
SIM_10426,Joy,Okafor,1988-09-12,12032298363,+2347095298507,Normal
SIM_10415,Cornelius,Ojo,1992-05-08,69359187275,+2347023873756,Normal
SIM_10169,Mark,Adeyemi,1993-08-10,10680914949,+2348121120844,Normal
SIM_10545,Mary,Chukwu,1945-11-26,11473653527,+2348037048621,Normal
SIM_21112,Deborah,Ibrahim,1969-12-31,91987947432,+2347045563188,Anomaly_Exact
SIM_10291,Ruth,Ibrahim,1985-12-27,53009331980,+2349121510258,Normal
SIM_10326,Paul,Balogun,2001-08-18,82962561802,+2347080797565,Normal
SIM_10683,Agnes,Balogun,1999-11-23,92693024564,+2349098281701,Normal
SIM_10653,Gloria,Obasanjo,1961-11-03,98752772693,+2348064698470,Normal
SIM_10187,Faith,Ogunleye,1951-09-25,65710864126,+2349113000716,Normal
SIM_64588,Chairty,Balogu,1994-09-07,84308526342,+2348007226837,Anomaly_Fuzzy
SIM_10074,Grace,Okonkwo,1985-05-30,96647466188,+2349055845577,Normal
SIM_10448,Faith,Okafor,1989-06-13,98167124306,+2347016487809,Normal
SIM_45725,Mark,Oshodi,20-02-1953,10397285582,+2347047741880,Anomaly_Format
SIM_10506,Michael,Olawale,1974-10-07,33722896097,+2347048922620,Normal
SIM_10498,Joseph,Chukwu,2003-05-30,19818278764,+2348139273667,Normal
SIM_89865,Peace,Abiola,28-02-1970,64145255693,+2348194579495,Anomaly_Format
SIM_10346,Hope,Uche,1990-06-19,88417483116,+2348030129473,Normal
SIM_10373,John,Uche,1994-10-14,29649208883,+2347046567427,Normal
SIM_10494,Ruth,Akinwale,1993-11-02,18068943609,+2349001860092,Normal
SIM_10307,Benjamin,Chukwu,1983-05-09,52317794045,+2349017272405,Normal
SIM_10309,Faith,Okafor,1998-02-28,99866098217,+2348042833124,Normal
SIM_10328,Gabriel,Uche,1985-11-13,72293851602,+2349027900913,Normal
SIM_39265,Philip,Ekwueme,1969-03-03,27588251638,+2348060692261,Anomaly_NIN
SIM_48068,Esther,Oyekan,02-11-2000,53188004612,+2347072532022,Anomaly_Format
SIM_10336,Emmanuel,Olawale,1960-12-14,33719328699,+2348084216475,Normal
SIM_66777,Mary,Nnamani,1987-08-12,44839099194,+2349058957419,Anomaly_Identity_Mismatch
SIM_10396,David,Okafor,1988-04-29,73434322585,+2348060529261,Normal
SIM_10395,Peace,Adeyemi,1987-05-25,62477625501,+2347084112358,Normal
SIM_10392,Victoria,Olawale,2003-05-04,99097049457,+2349083469998,Normal
SIM_10215,Peace,Ekwueme,1973-09-02,96855571408,+2348002811255,Normal
SIM_92746,James,Chukwu,2006-11-08,59417482633,+2349019227799,Anomaly_Exact
SIM_10319,Esther,Oyekan,1977-05-09,92660655169,+2349066623598,Normal
SIM_10408,Benjamin,Oshodi,2007-06-30,52613677232,+2349094661695,Normal
SIM_35450,Peace,Okonkwo,22-09-1951,62981162165,+2348185943319,Anomaly_Format
SIM_10306,Juliet,Uche,1951-03-05,51150645404,+2349199085363,Normal
SIM_73125,James,Olawale,1961-06-08,92309896449,+2349175099364,Anomaly_Exact
SIM_10206,Mark,Okafor,2002-07-12,23492291606,+2349028489060,Normal
SIM_49311,Ruth,Akinwale,1999-04-05,65188272914,+2349179669573,Anomaly_Exact
SIM_74179,Deborah,Obasanjo,1963-08-23,35595604812,+2347063299270,Anomaly_NIN
SIM_10491,Michael,Ogunleye,1986-10-09,65276652663,+2349046827225,Normal
SIM_10423,Juliet,Adeyemi,2007-05-06,67962623696,+2349068443602,Normal
SIM_10365,Nathaniel,Ojo,2002-03-07,36317215099,+2349007286917,Normal
SIM_66777,Elizabeth,Akinwale,1950-09-27,86492617072,+2348114334086,Anomaly_Identity_Mismatch
SIM_81785,David,Akinwale,1948-01-30,35715438632,+2348037375362,Anomaly_Identity_Mismatch
SIM_10564,Gloria,Abiola,2007-01-09,47944501069,+2349154046330,Normal
SIM_10146,Peter,Nnamani,1959-09-03,64757863630,+2348076243762,Normal
SIM_10486,Agnes,Uche,1976-07-18,36992591729,+2348081791467,Normal
SIM_10411,Mark,Okonkwo,2006-07-19,36986730263,+2348032824269,Normal
SIM_33525,Blessing,Akinwale,1950-05-27,53019126655,+2347000689804,Anomaly_Identity_Mismatch
SIM_10362,Daniel,Ekwueme,1953-05-15,62649536167,+2348104215178,Normal
SIM_10675,Peace,Oshodi,1962-08-13,89615117971,+2348134686376,Normal
SIM_10289,Joshua,Abiola,1960-02-07,39075459796,+2349162615435,Normal
SIM_10188,Benjamin,Uche,1960-08-30,81045618902,+2349190371463,Normal
SIM_10259,Deborah,Nnamani,1988-08-17,97352547168,+2347093639512,Normal
SIM_89794,Cornelius,Obi,1992-11-03,34691564033,+2347046696877,Anomaly_Identity_Mismatch
SIM_10310,Agnes,Adetokunbo,1976-01-13,42809604346,+2348082997961,Normal
SIM_10009,Esther,Obasanjo,1964-04-22,22595774247,+2349037830193,Normal
SIM_10355,Samuel,Abiola,1963-07-20,12951346208,+2347013153995,Normal
SIM_25500,Jo,Ougnleye,1975-01-27,62720392810,+2349071339474,Anomaly_Fuzzy
SIM_64054,Deborah,Eze,2004-05-13,30401068487,+2347098684952,Anomaly_Exact
SIM_10597,Elizabeth,Uche,1962-07-11,60611322279,+2348194382819,Normal
SIM_10442,Victoria,Okonkwo,1963-05-17,14889060795,+2347023474906,Normal
SIM_10052,John,Balogun,1979-06-11,72643782244,+2347036581416,Normal
SIM_10554,Sarah,Uche,1953-03-19,99233175686,+2349134873334,Normal
SIM_10656,Benjamin,Obasanjo,1973-09-21,47149857469,+2349074000816,Normal
SIM_31930,Stephen,Ekwueme,29-07-2005,84058374174,+2349174963732,Anomaly_Format
SIM_30633,Nathaniel,Ojo,1978-06-04,95875480953,+2349143923018,Anomaly_Exact
SIM_41292,Mark,Adeyemi,1993-08-10,10680914949,+2348121120844,Anomaly_Exact
SIM_90120,Blessing,Ibrahim,1950-09-30,59777588861,+2348057531517,Anomaly_Identity_Mismatch
SIM_63681,Nathaniel,Eze,1954-03-22,69896865532,+2347082304818,Anomaly_NIN
SIM_10493,Nathaniel,Oyekan,1988-06-16,19015621825,+2349061775835,Normal
SIM_10670,James,Olawale,1994-02-07,35631345647,+2349132057193,Normal
SIM_10603,Elizabeth,Ogunleye,2000-09-17,25375007384,+2348137057749,Normal
SIM_10069,Peace,Abiola,1993-11-22,46141726971,+2349165964024,Normal
SIM_10450,Cornelius,Ojo,1953-04-25,55523264169,+2347075975780,Normal
SIM_10667,Joy,Akinwale,1968-05-31,27334421496,+2349043117900,Normal
SIM_10479,Mary,Okonkwo,1957-03-26,20412064578,+2349118851671,Normal
SIM_10583,Peter,Ekwueme,2007-03-28,47475096504,+2348174473915,Normal
SIM_32923,Michael,Adetokunbo,2004-08-13,70351653957,+2348183958472,Anomaly_Exact
SIM_10650,Faith,Ekwueme,1949-08-26,89813511018,+2349171650819,Normal
SIM_10121,David,Akinwale,1959-11-18,32116761747,+2348092180992,Normal
SIM_32793,Chraity,Acinwale,1956-08-12,23675446593,+2347087411621,Anomaly_Fuzzy
SIM_10175,Cornelius,Ojo,1967-07-29,21507156247,+2348045133995,Normal
SIM_10099,Elizabeth,Okonkwo,1971-12-11,65480150641,+2347014051141,Normal
SIM_25751,Sarah,Ojo,1966-07-17,77756741755,+2349102484014,Anomaly_Identity_Mismatch
SIM_10229,Victoria,Obasanjo,1983-10-14,72769835139,+2349142561429,Normal
SIM_10580,Michael,Oyekan,1985-10-20,41634380248,+2348056927003,Normal
SIM_37360,Ruth,Ojo,2006-06-22,39958080016,+2347015782276,Anomaly_NIN
SIM_96833,James,Ibrahim,1983-02-26,63604856321,+2348188433582,Anomaly_Identity_Mismatch
SIM_10283,Comfort,Ibrahim,1968-10-08,57562022351,+2347085992954,Normal
SIM_10155,Peter,Oshodi,1960-07-06,84990374488,+2349118153582,Normal
SIM_10123,Joy,Olawale,2005-03-18,18750072831,+2349082960372,Normal
SIM_10570,Hope,Ekwueme,1996-09-18,89658881012,+2349036233594,Normal
SIM_10020,Philip,Olawale,1948-06-29,60505551351,+2348117696009,Normal
SIM_10383,Elizabeth,Adetokunbo,1990-07-17,81253396557,+2347024364238,Normal
SIM_10148,Comfort,Ojo,1987-08-12,44839099194,+2349058957419,Normal
SIM_10135,Mark,Adeyemi,1951-08-29,11974404228,+2347086155616,Normal
SIM_10577,David,Uche,1976-10-18,44455698748,+2349026801011,Normal
SIM_10268,Blessing,Obasanjo,1986-11-28,64299984097,+2349197709956,Normal
SIM_10107,Agnes,Obi,1949-03-31,33721075875,+2347075195621,Normal
SIM_10568,Joshua,Oyekan,1955-10-12,14513759169,+2348072932966,Normal
SIM_48119,Cornelius,Obi,1949-06-16,48894333023,+2349156897798,Anomaly_Identity_Mismatch
SIM_10672,Philip,Adeyemi,1999-03-19,63132870957,+2349024112123,Normal
SIM_82896,Benjami,Okafo,1949-09-25,92885016171,+2349021378547,Anomaly_Fuzzy
SIM_10287,Daniel,Abiola,1966-11-06,64649033676,+2347094820926,Normal
SIM_10503,Deborah,Ogunleye,1990-08-21,26064354166,+2349153610584,Normal
SIM_10217,Sarah,Adetokunbo,2006-12-13,76393008370,+2349085712138,Normal
SIM_10474,Nathaniel,Eze,1954-03-22,69895865532,+2347082304818,Normal
SIM_10433,Sarah,Obi,1959-01-15,50268507857,+2348192822534,Normal
SIM_84213,Grace,Chukwu,1973-05-01,11929552828,+2348075099751,Anomaly_NIN
SIM_94356,Stephen,Uche,22-10-1950,40372075545,+2349036259268,Anomaly_Format
SIM_58736,Benjamin,Obasanjo,26-09-1950,57928672383,+2349029081789,Anomaly_Format
SIM_10292,Simon,Chukwu,2002-01-14,55974767544,+2349004206398,Normal
SIM_10223,Stephen,Oshodi,1960-04-22,63876508757,+2348141267201,Normal
SIM_10622,Juliet,Ekwueme,1976-10-17,20407714528,+2347069877226,Normal
SIM_51460,Angepa,Ohsodi,1979-06-30,72483594107,+2349041740139,Anomaly_Fuzzy
SIM_10260,Blessing,Eze,1975-01-05,61600777264,+2349062745700,Normal
SIM_10548,Stephen,Ibrahim,1983-05-26,92682103105,+2348070508453,Normal
SIM_10505,Charity,Olawale,1951-08-02,89595122698,+2348169328219,Normal
SIM_58955,Simon,Okafor,1986-09-08,24559272862,+2347088752263,Anomaly_NIN
SIM_10662,Elizabeth,Nnamani,1962-08-21,13001215700,+2348086167524,Normal
SIM_69091,Comfort,Ibrahim,08-10-1968,57562022351,+2347085992954,Anomaly_Format
SIM_10459,Sarah,Balogun,1947-08-09,87357760142,+2347001971714,Normal
SIM_10588,Michael,Ibrahim,1989-05-06,42656047170,+2348047491909,Normal
SIM_10563,Gloria,Chukwu,1981-06-26,30622450211,+2347013310689,Normal
SIM_10393,Grace,Akinwale,1971-03-28,33751991993,+2349140319683,Normal
SIM_10089,Joseph,Okafor,1958-05-31,83312630856,+2349019752498,Normal
SIM_10487,Emmanuel,Adeyemi,1977-12-21,75013881170,+2347065575248,Normal
SIM_76966,Andrew,Ekwueme,14-08-1967,19448116798,+2348041966327,Anomaly_Format
SIM_10108,Gloria,Olawale,2003-04-24,36318447283,+2347021101835,Normal
SIM_10381,Stephen,Ojo,1948-05-06,59427080308,+2349130475267,Normal
SIM_47759,Nathaniel,Obasanjo,11-02-1948,85082544062,+2347022544924,Anomaly_Format
SIM_10164,Ruth,Balogun,1947-12-24,55304032690,+2348065113582,Normal
SIM_10535,Deborah,Oshodi,1986-09-08,37540089585,+2348102889983,Normal
SIM_37023,Chariiy,Nnaman,1983-02-11,42221821121,+2347068334781,Anomaly_Fuzzy
SIM_10350,Victoria,Ibrahim,2001-07-06,27929130899,+2348040091844,Normal
SIM_10642,Charity,Ekwueme,1987-04-02,57893699514,+2349014806469,Normal
SIM_10514,Juliet,Ibrahim,1959-11-08,47513615680,+2347074799245,Normal
SIM_10586,Paul,Adeyemi,1976-01-13,33780968696,+2348030761510,Normal
SIM_10390,Paul,Olawale,1977-04-29,95346920737,+2348170224420,Normal
SIM_10446,Stephen,Oshodi,1947-01-29,37607302066,+2347017867937,Normal
SIM_10418,Charity,Chukwu,1961-07-08,33176921601,+2348073634220,Normal
SIM_69797,Mark,Ekwueme,1946-10-05,12594619621,+2348185293219,Anomaly_Identity_Mismatch
SIM_10311,Esther,Uche,2003-11-29,52268410510,+2348055150851,Normal
SIM_48635,Gabriel,Ogunleye,1986-02-28,51503029967,+2347054194128,Anomaly_Identity_Mismatch
SIM_10625,Philip,Oyekan,1954-10-17,43124340837,+2348163517314,Normal
SIM_60152,Angela,Eze,1976-01-02,67231075747,+2348065200750,Anomaly_Identity_Mismatch
SIM_10369,Angela,Ibrahim,1996-02-29,31072146905,+2349038726587,Normal
SIM_10208,Benjamin,Balogun,1975-04-24,95182275389,+2347036489136,Normal
SIM_10056,Paul,Nnamani,1997-04-07,95912616566,+2348137736588,Normal
SIM_10197,Agnes,Ekwueme,1948-10-17,85461672073,+2349199218791,Normal
SIM_75690,Agnes,Ekwueme,17-10-1948,85461672073,+2349199218791,Anomaly_Format
SIM_10018,Comfort,Uche,2001-10-25,38689082553,+2348108474977,Normal
SIM_10436,Nathaniel,Obi,1962-11-12,94062806274,+2349146926313,Normal
SIM_10131,Comfort,Eze,1963-11-29,96949832063,+2347024541310,Normal
SIM_10119,David,Okonkwo,1976-07-24,90306446773,+2348120550955,Normal
SIM_10098,Victoria,Adeyemi,1956-07-31,25637206058,+2349000421374,Normal
SIM_10047,Mark,Akinwale,2003-12-14,37529957181,+2347008489015,Normal
SIM_60880,Blessing,Olawale,1992-02-26,68969746329,+2349077484422,Anomaly_NIN
SIM_10438,Grace,Chukwu,1977-03-31,11290755864,+2348122983378,Normal
SIM_24112,Debroah,Balogu,1948-05-17,38806140252,+2348162824329,Anomaly_Fuzzy
SIM_10620,Benjamin,Uche,2000-05-27,14265985720,+2348048620506,Normal
SIM_10243,Charity,Chukwu,1983-10-03,49075152617,+2349016475802,Normal
SIM_10540,Agnes,Uche,1948-06-19,44743523377,+2349022827382,Normal
SIM_74957,Angela,Ibrahim,1953-03-31,62127761060,+2348145912597,Anomaly_Exact
SIM_10375,Hope,Eze,1975-10-06,49162890928,+2349042551135,Normal
SIM_10692,Peter,Nnamani,1987-03-21,66771297784,+2348019923732,Normal
SIM_10673,Philip,Adeyemi,1966-11-08,52387732027,+2349188428441,Normal
SIM_10532,Michael,Adeyemi,1955-12-18,44569801375,+2347050319088,Normal
SIM_80931,Deborah,Eze,13-05-2004,30401068487,+2347098684952,Anomaly_Format
SIM_10301,Grace,Obi,1948-11-14,95342202362,+2349049567880,Normal
SIM_10037,James,Okafor,1996-01-27,89404220345,+2347069359514,Normal
SIM_10261,Joshua,Ibrahim,1989-08-22,22812110670,+2347028834501,Normal
SIM_10094,Comfort,Chukwu,1948-10-26,83297184780,+2349160419791,Normal
SIM_78859,Benjamin,Uche,23-07-1990,84431839337,+2349056079973,Anomaly_Format
SIM_10428,James,Chukwu,2006-11-08,59417482633,+2349019227799,Normal
SIM_37956,Michael,Olawale,1997-06-28,92055210201,+2348095369735,Anomaly_Identity_Mismatch
SIM_10343,Joy,Ojo,1968-01-22,78019713359,+2348152499781,Normal
SIM_39111,Cahrity,Abiolr,1970-05-29,30102525716,+2348006048495,Anomaly_Fuzzy
SIM_10462,Patience,Chukwu,1992-01-14,70652307256,+2348127688097,Normal
SIM_10245,Mark,Nnamani,1956-10-17,37523583078,+2347075591861,Normal
SIM_40648,Simon,Okonkwo,10-11-2001,67155013446,+2348002352779,Anomaly_Format
SIM_36802,Patience,Ibrahim,1979-07-11,57722979195,+2349036811233,Anomaly_NIN
SIM_10609,James,Eze,1950-08-17,53668883377,+2348024308583,Normal
SIM_10220,John,Nnamani,1965-09-12,36028396433,+2349020674245,Normal
SIM_10161,Gloria,Adetokunbo,1991-08-14,22265739806,+2349024286115,Normal
SIM_27458,James,Obasanjo,1984-08-02,20094198304,+2349049691262,Anomaly_Exact
SIM_10199,Daniel,Ekwueme,1954-06-14,79870699827,+2349113138848,Normal
SIM_22625,Mark,Adeyemi,29-08-1951,11974404228,+2347086155616,Anomaly_Format
SIM_10142,Paul,Akinwale,1947-10-30,24323088340,+2349141193871,Normal
SIM_10595,Grace,Olawale,1967-10-24,46203571335,+2349049970317,Normal
SIM_10351,John,Akinwale,1976-10-24,57113377537,+2348151533435,Normal
SIM_95803,Gloria,Obasanjo,1961-11-03,98757772693,+2348064698470,Anomaly_NIN
SIM_22389,cames,Akinwal,1949-06-16,48894333023,+2349156897798,Anomaly_Fuzzy
SIM_10406,Michael,Oyekan,2004-08-20,15869714996,+2348155247291,Normal
SIM_10236,Sarah,Balogun,2002-03-11,88134255929,+2347023286710,Normal
SIM_10615,Faith,Obi,1994-06-15,18182405865,+2348143794576,Normal
SIM_47551,Deborah,Akinwale,1946-01-13,86329029772,+2348035545207,Anomaly_NIN
SIM_52640,Ruth,Abiola,1974-04-22,72567064947,+2349039273834,Anomaly_NIN
SIM_10668,Joshua,Ekwueme,1992-09-11,89549841114,+2347052796285,Normal
SIM_10293,Philip,Uche,1960-11-09,67467217304,+2348149610990,Normal
SIM_10631,Gloria,Eze,2001-12-05,68532318949,+2349017753635,Normal
SIM_10629,Daniel,Uche,1951-01-31,42499926221,+2349118260415,Normal
SIM_10072,Agnes,Ekwueme,1953-08-11,42352206298,+2347059460539,Normal
SIM_10318,Gabriel,Okonkwo,1973-03-05,46146801753,+2347098700521,Normal
SIM_10611,Peace,Ibrahim,1947-12-12,22418050426,+2349121836449,Normal
SIM_10059,Mary,Oshodi,1946-09-14,91022180490,+2348177916510,Normal
SIM_10618,Faith,Uche,1996-07-29,92642484841,+2347026201149,Normal
SIM_10354,Hope,Ekwueme,1997-02-03,27825179450,+2349073468913,Normal
SIM_10376,Peace,Oshodi,1968-11-11,17504649884,+2349119713993,Normal
SIM_72572,Garce,Chkuwu,1977-03-31,11290755864,+2348122983378,Anomaly_Fuzzy
SIM_10218,Ruth,Okonkwo,2003-09-05,94576132692,+2347018728106,Normal
SIM_10003,Peace,Olawale,1985-07-23,37266385032,+2349174294862,Normal
SIM_10425,Simon,Okafor,1986-09-08,24559272362,+2347088752263,Normal
SIM_10122,Gloria,Balogun,1954-05-23,99374299515,+2347003630757,Normal
SIM_10290,Charity,Balogun,1994-09-07,84308526342,+2348007226837,Normal
SIM_10270,Hope,Ogunleye,1957-10-01,68580065674,+2349038900785,Normal
SIM_10509,Ruth,Akinwale,1983-08-07,70566037373,+2348143925063,Normal
SIM_10483,Patience,Ibrahim,1985-10-10,37114353759,+2349084190253,Normal
SIM_10341,Ruth,Ojo,1988-07-28,55850798148,+2349147532429,Normal
SIM_10679,Patience,Ojo,2005-11-27,93453215725,+2348141865889,Normal
SIM_10250,Elizabeth,Adetokunbo,1994-01-12,38673472687,+2347094636144,Normal
SIM_10013,Grace,Chukwu,1951-09-09,42176941606,+2349167833007,Normal
SIM_10536,Esther,Ojo,1963-12-19,67567921611,+2349001268458,Normal
SIM_10130,Daniel,Chukwu,1995-11-24,63566937553,+2347029570758,Normal
SIM_40849,Joy,Olawale,25-05-1972,71166970379,+2349139242964,Anomaly_Format
SIM_10114,Ruth,Obasanjo,1980-12-13,56693294493,+2348079053792,Normal
SIM_10424,Angela,Oshodi,2002-01-19,14403446249,+2348022776349,Normal
SIM_10342,Hope,Olawale,1977-05-12,37425766874,+2348156361526,Normal
SIM_10109,Joshua,Olawale,1985-11-13,86969741544,+2348024040139,Normal
SIM_94076,James,Oyekan,1948-06-29,60505551351,+2348117696009,Anomaly_Identity_Mismatch
SIM_76468,James,Okafor,1999-05-03,31637844022,+2348085351770,Anomaly_Identity_Mismatch
SIM_10647,Daniel,Uche,1961-07-19,73720785684,+2347029349981,Normal
SIM_92367,Davij,Ophodi,1975-11-18,14446166055,+2349196829929,Anomaly_Fuzzy
SIM_10010,John,Obi,1992-11-19,65768375075,+2349040529188,Normal
SIM_10008,Peace,Ojo,1960-05-18,78808405644,+2347057412006,Normal
SIM_24604,Sarah,Uche,19-03-1953,99233175686,+2349134873334,Anomaly_Format
SIM_78886,Dainel,hche,1951-01-31,42499926221,+2349118260415,Anomaly_Fuzzy
SIM_92116,David,Nnamani,1961-10-14,45240970185,+2349033794320,Anomaly_NIN
SIM_10664,David,Nnamani,1961-10-14,45240970985,+2349033794320,Normal
SIM_10472,Stephen,Ogunleye,1998-01-27,99788765755,+2349065587146,Normal
SIM_10097,Hope,Oshodi,1959-12-03,48222611966,+2349023968046,Normal
SIM_10398,Michael,Ojo,1952-01-28,59883481367,+2348024760272,Normal
SIM_10335,Mary,Oyekan,1962-05-31,88701236531,+2348044131605,Normal
SIM_10508,James,Akinwale,1949-06-16,48894333023,+2349156897798,Normal
SIM_10671,Blessing,Adeyemi,1965-05-06,61292690822,+2349169079240,Normal
SIM_26003,Esther,Obi,1986-10-26,81530434565,+2347060090338,Anomaly_Identity_Mismatch
SIM_84572,Gloria,Abiola,2007-01-09,47944501469,+2349154046330,Anomaly_NIN
SIM_10035,Hope,Adetokunbo,2005-07-30,94591145537,+2347069720866,Normal
SIM_63583,Nathaniei,Obasanqo,1948-02-11,85082544062,+2347022544924,Anomaly_Fuzzy
SIM_27781,Blessing,Olawale,1966-10-12,31207070495,+2349117573752,Anomaly_NIN
SIM_10669,Charity,Obi,2000-08-06,81625566176,+2347019722267,Normal
SIM_62561,James,Olawale,2007-01-09,47944501069,+2349154046330,Anomaly_Identity_Mismatch
SIM_66695,Emmanue,Oalwale,1996-02-24,31007449064,+2349014399897,Anomaly_Fuzzy
SIM_97784,Emmanuel,Olawale,1960-12-14,33719328699,+2348084216475,Anomaly_Exact
SIM_10648,Cornelius,Chukwu,1948-08-16,98461989880,+2348001165549,Normal
SIM_10504,Mark,Nnamani,1955-10-06,97242344046,+2348113313878,Normal
SIM_10202,Esther,Oyekan,2000-11-02,53188004612,+2347072532022,Normal
SIM_10093,David,Ekwueme,2000-05-12,24678934159,+2348097777279,Normal
SIM_10607,Joshua,Abiola,1968-08-18,47615485715,+2348040799133,Normal
SIM_20358,Mar,Adeymei,1993-08-10,10680914949,+2348121120844,Anomaly_Fuzzy
SIM_10203,Gloria,Ojo,2001-11-23,48053785525,+2348012688084,Normal
SIM_40150,Philip,Akinwale,27-11-1975,27143007552,+2348038943007,Anomaly_Format
SIM_10049,Peace,Balogun,1997-09-05,95648949023,+2348103083464,Normal
SIM_10557,Patience,Olawale,1975-02-04,15560233844,+2349176581327,Normal
SIM_10126,Peace,Uche,1987-01-01,52174352249,+2349012739011,Normal
SIM_10477,Emmanuel,Eze,1946-05-22,41260437870,+2348172740509,Normal
SIM_10644,Mark,Abiola,2002-03-13,97292149592,+2348028547891,Normal
SIM_10465,Nathaniel,Abiola,1953-09-09,31771957711,+2348078181143,Normal
SIM_97429,Joy,Olawale,1972-05-25,71116970379,+2349139242964,Anomaly_NIN
SIM_10096,Benjamin,Obi,1973-01-12,93666476100,+2348088824206,Normal
SIM_10092,Nathaniel,Ekwueme,1962-05-17,78338891392,+2349191466510,Normal
SIM_10104,Ruth,Akinwale,1949-07-11,91942908733,+2349019713060,Normal
SIM_82019,Mark,Adeyemi,1954-01-01,59751685131,+2348157550556,Anomaly_Exact
SIM_10227,Blessing,Eze,1987-09-21,40333850056,+2348185110374,Normal
SIM_42562,Victoria,Uche,07-02-1983,33927449957,+2347033338149,Anomaly_Format
SIM_47596,Mar,Nanmani,1955-10-06,97242344046,+2348113313878,Anomaly_Fuzzy
SIM_10322,Blessing,Olawale,1992-02-26,68969726329,+2349077484422,Normal
SIM_10601,Victoria,Eze,1985-11-13,65943782003,+2349141191853,Normal
SIM_10263,Peace,Oshodi,1977-01-04,10954417332,+2347046851514,Normal
SIM_24434,Smion,Aibola,1974-08-18,53328168585,+2349018937496,Anomaly_Fuzzy
SIM_76374,Elizabeth,Ogunleye,2000-09-17,25375007384,+2348137057749,Anomaly_Exact
SIM_10695,Victoria,Nnamani,1980-04-16,44577747317,+2349003350175,Normal
SIM_10213,Paul,Abiola,1949-09-30,14135644741,+2348056937222,Normal
SIM_10221,Elizabeth,Ojo,1982-01-01,32654960149,+2349165102118,Normal
SIM_10209,David,Uche,1961-05-02,13645673841,+2347028198720,Normal
SIM_10244,Andrew,Ekwueme,1992-12-22,15540768066,+2347030243076,Normal
SIM_10699,Patience,Nnamani,1971-06-06,45307400703,+2348117162200,Normal
SIM_74401,Paul,Oshodi,20-08-1960,87017501206,+2348135891563,Anomaly_Format
